CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory
776,Customer_776,36,14019,22036,21,393,0,"[{""amount"": 457, ""date"": ""2023-05-05""}, {""amount"": 559, ""date"": ""2023-04-07""}, {""amount"": 486, ""date"": ""2023-04-04""}, {""amount"": 352, ""date"": ""2023-03-22""}, {""amount"": 555, ""date"": ""2023-04-01""}, {""amount"": 685, ""date"": ""2023-03-17""}, {""amount"": 683, ""date"": ""2023-04-28""}, {""amount"": 135, ""date"": ""2023-10-31""}, {""amount"": 320, ""date"": ""2023-10-11""}, {""amount"": 695, ""date"": ""2023-09-04""}, {""amount"": 620, ""date"": ""2023-06-22""}, {""amount"": 881, ""date"": ""2023-11-10""}, {""amount"": 671, ""date"": ""2023-11-06""}, {""amount"": 834, ""date"": ""2023-02-13""}]"
777,Customer_777,22,5454,45452,51,512,0,"[{""amount"": 604, ""date"": ""2023-09-19""}, {""amount"": 971, ""date"": ""2023-10-09""}, {""amount"": 695, ""date"": ""2023-08-18""}, {""amount"": 631, ""date"": ""2023-07-25""}, {""amount"": 790, ""date"": ""2023-04-20""}, {""amount"": 504, ""date"": ""2023-08-10""}, {""amount"": 441, ""date"": ""2023-04-07""}, {""amount"": 996, ""date"": ""2023-07-15""}, {""amount"": 509, ""date"": ""2023-07-11""}, {""amount"": 692, ""date"": ""2023-12-22""}, {""amount"": 405, ""date"": ""2023-03-09""}, {""amount"": 807, ""date"": ""2023-07-20""}, {""amount"": 473, ""date"": ""2023-06-10""}, {""amount"": 718, ""date"": ""2023-12-22""}, {""amount"": 284, ""date"": ""2023-11-10""}]"
778,Customer_778,25,7945,17528,32,706,1,"[{""amount"": 383, ""date"": ""2023-11-16""}, {""amount"": 160, ""date"": ""2023-10-04""}, {""amount"": 672, ""date"": ""2023-11-06""}, {""amount"": 114, ""date"": ""2023-08-24""}, {""amount"": 250, ""date"": ""2023-01-02""}, {""amount"": 129, ""date"": ""2023-04-29""}]"
779,Customer_779,21,5901,18211,47,450,0,"[{""amount"": 585, ""date"": ""2023-06-07""}, {""amount"": 519, ""date"": ""2023-02-12""}, {""amount"": 141, ""date"": ""2023-03-22""}, {""amount"": 443, ""date"": ""2023-11-10""}, {""amount"": 179, ""date"": ""2023-12-30""}, {""amount"": 467, ""date"": ""2023-03-16""}, {""amount"": 986, ""date"": ""2023-11-28""}, {""amount"": 736, ""date"": ""2023-05-23""}, {""amount"": 317, ""date"": ""2023-03-19""}, {""amount"": 791, ""date"": ""2023-01-05""}, {""amount"": 710, ""date"": ""2023-11-16""}, {""amount"": 422, ""date"": ""2023-01-22""}, {""amount"": 400, ""date"": ""2023-02-22""}, {""amount"": 210, ""date"": ""2023-12-05""}, {""amount"": 343, ""date"": ""2023-01-10""}, {""amount"": 405, ""date"": ""2023-07-05""}]"
780,Customer_780,66,5881,42068,46,769,0,"[{""amount"": 705, ""date"": ""2023-08-02""}, {""amount"": 955, ""date"": ""2023-06-16""}, {""amount"": 241, ""date"": ""2023-07-20""}, {""amount"": 806, ""date"": ""2023-02-02""}, {""amount"": 617, ""date"": ""2023-10-23""}, {""amount"": 910, ""date"": ""2023-12-02""}, {""amount"": 150, ""date"": ""2023-04-22""}, {""amount"": 454, ""date"": ""2023-03-16""}]"
781,Customer_781,30,9831,20983,50,595,1,"[{""amount"": 230, ""date"": ""2023-04-23""}, {""amount"": 253, ""date"": ""2023-03-08""}, {""amount"": 239, ""date"": ""2023-06-13""}, {""amount"": 847, ""date"": ""2023-03-06""}, {""amount"": 287, ""date"": ""2023-12-26""}, {""amount"": 916, ""date"": ""2023-03-10""}, {""amount"": 773, ""date"": ""2023-03-15""}, {""amount"": 618, ""date"": ""2023-09-07""}, {""amount"": 231, ""date"": ""2023-09-13""}, {""amount"": 262, ""date"": ""2023-11-29""}, {""amount"": 260, ""date"": ""2023-02-05""}, {""amount"": 353, ""date"": ""2023-01-25""}, {""amount"": 535, ""date"": ""2023-05-02""}, {""amount"": 199, ""date"": ""2023-04-14""}, {""amount"": 266, ""date"": ""2023-06-01""}]"
782,Customer_782,55,4792,26194,54,462,0,"[{""amount"": 796, ""date"": ""2023-09-24""}, {""amount"": 266, ""date"": ""2023-09-02""}, {""amount"": 426, ""date"": ""2023-04-28""}, {""amount"": 149, ""date"": ""2023-11-20""}, {""amount"": 444, ""date"": ""2023-09-25""}, {""amount"": 896, ""date"": ""2023-06-30""}, {""amount"": 449, ""date"": ""2023-04-05""}, {""amount"": 545, ""date"": ""2023-09-26""}, {""amount"": 407, ""date"": ""2023-03-04""}, {""amount"": 394, ""date"": ""2023-10-15""}, {""amount"": 869, ""date"": ""2023-11-12""}, {""amount"": 544, ""date"": ""2023-07-01""}, {""amount"": 215, ""date"": ""2023-04-04""}, {""amount"": 779, ""date"": ""2023-12-29""}, {""amount"": 477, ""date"": ""2023-08-16""}, {""amount"": 589, ""date"": ""2023-10-21""}, {""amount"": 193, ""date"": ""2023-01-26""}]"
783,Customer_783,70,7940,33341,22,764,0,"[{""amount"": 217, ""date"": ""2023-11-05""}, {""amount"": 960, ""date"": ""2023-04-01""}, {""amount"": 394, ""date"": ""2023-04-26""}, {""amount"": 356, ""date"": ""2023-04-22""}, {""amount"": 210, ""date"": ""2023-11-21""}, {""amount"": 803, ""date"": ""2023-10-14""}, {""amount"": 302, ""date"": ""2023-11-17""}, {""amount"": 546, ""date"": ""2023-10-03""}, {""amount"": 533, ""date"": ""2023-05-09""}, {""amount"": 803, ""date"": ""2023-10-22""}]"
784,Customer_784,63,2279,42102,49,840,0,"[{""amount"": 715, ""date"": ""2023-05-03""}, {""amount"": 948, ""date"": ""2023-09-02""}, {""amount"": 854, ""date"": ""2023-04-23""}, {""amount"": 702, ""date"": ""2023-03-14""}, {""amount"": 634, ""date"": ""2023-08-15""}, {""amount"": 410, ""date"": ""2023-12-02""}, {""amount"": 171, ""date"": ""2023-03-07""}, {""amount"": 896, ""date"": ""2023-11-11""}, {""amount"": 422, ""date"": ""2023-10-31""}, {""amount"": 767, ""date"": ""2023-08-17""}]"
785,Customer_785,66,11338,40571,34,548,0,"[{""amount"": 519, ""date"": ""2023-09-06""}, {""amount"": 227, ""date"": ""2023-01-08""}, {""amount"": 724, ""date"": ""2023-04-20""}, {""amount"": 980, ""date"": ""2023-08-17""}, {""amount"": 922, ""date"": ""2023-09-11""}, {""amount"": 195, ""date"": ""2023-01-05""}, {""amount"": 553, ""date"": ""2023-10-07""}]"
786,Customer_786,63,13817,29619,6,313,0,"[{""amount"": 320, ""date"": ""2023-11-10""}, {""amount"": 678, ""date"": ""2023-09-18""}, {""amount"": 424, ""date"": ""2023-01-14""}, {""amount"": 638, ""date"": ""2023-08-25""}, {""amount"": 741, ""date"": ""2023-01-23""}, {""amount"": 154, ""date"": ""2023-09-08""}, {""amount"": 146, ""date"": ""2023-03-14""}, {""amount"": 105, ""date"": ""2023-07-16""}, {""amount"": 865, ""date"": ""2023-05-21""}]"
787,Customer_787,36,15116,38479,50,717,0,"[{""amount"": 594, ""date"": ""2023-08-14""}, {""amount"": 230, ""date"": ""2023-12-16""}, {""amount"": 547, ""date"": ""2023-10-31""}, {""amount"": 445, ""date"": ""2023-06-12""}, {""amount"": 542, ""date"": ""2023-05-30""}, {""amount"": 992, ""date"": ""2023-01-18""}, {""amount"": 860, ""date"": ""2023-08-17""}]"
788,Customer_788,69,,30139,8,377,0,"[{""amount"": 257, ""date"": ""2023-08-13""}, {""amount"": 187, ""date"": ""2023-03-25""}, {""amount"": 868, ""date"": ""2023-10-05""}, {""amount"": 768, ""date"": ""2023-10-17""}, {""amount"": 282, ""date"": ""2023-09-11""}, {""amount"": 246, ""date"": ""2023-09-14""}, {""amount"": 138, ""date"": ""2023-12-05""}, {""amount"": 945, ""date"": ""2023-06-29""}, {""amount"": 807, ""date"": ""2023-09-15""}, {""amount"": 267, ""date"": ""2023-06-22""}, {""amount"": 515, ""date"": ""2023-01-08""}, {""amount"": 258, ""date"": ""2023-01-29""}, {""amount"": 282, ""date"": ""2023-11-01""}, {""amount"": 876, ""date"": ""2023-08-07""}, {""amount"": 233, ""date"": ""2023-09-19""}, {""amount"": 345, ""date"": ""2023-02-05""}]"
789,Customer_789,67,11871,22058,28,425,0,"[{""amount"": 215, ""date"": ""2023-02-22""}, {""amount"": 969, ""date"": ""2023-03-22""}, {""amount"": 541, ""date"": ""2023-08-21""}, {""amount"": 624, ""date"": ""2023-09-19""}, {""amount"": 870, ""date"": ""2023-02-20""}, {""amount"": 952, ""date"": ""2023-07-04""}, {""amount"": 354, ""date"": ""2023-09-28""}, {""amount"": 181, ""date"": ""2023-04-01""}, {""amount"": 728, ""date"": ""2023-09-18""}, {""amount"": 274, ""date"": ""2023-01-09""}, {""amount"": 300, ""date"": ""2023-01-20""}, {""amount"": 115, ""date"": ""2023-05-28""}, {""amount"": 470, ""date"": ""2023-04-29""}, {""amount"": 630, ""date"": ""2023-12-12""}, {""amount"": 585, ""date"": ""2023-06-02""}]"
790,Customer_790,25,8081,37670,30,806,0,"[{""amount"": 352, ""date"": ""2023-02-20""}, {""amount"": 109, ""date"": ""2023-01-28""}, {""amount"": 190, ""date"": ""2023-07-27""}, {""amount"": 903, ""date"": ""2023-07-25""}, {""amount"": 878, ""date"": ""2023-01-12""}, {""amount"": 199, ""date"": ""2023-01-15""}, {""amount"": 342, ""date"": ""2023-03-07""}, {""amount"": 296, ""date"": ""2023-06-05""}, {""amount"": 409, ""date"": ""2023-11-06""}, {""amount"": 200, ""date"": ""2023-07-31""}, {""amount"": 881, ""date"": ""2023-06-25""}, {""amount"": 760, ""date"": ""2023-12-19""}, {""amount"": 140, ""date"": ""2023-12-21""}, {""amount"": 265, ""date"": ""2023-08-17""}, {""amount"": 589, ""date"": ""2023-04-21""}, {""amount"": 648, ""date"": ""2023-05-25""}, {""amount"": 712, ""date"": ""2023-11-08""}, {""amount"": 445, ""date"": ""2023-04-24""}, {""amount"": 869, ""date"": ""2023-10-06""}]"
791,Customer_791,44,4654,46746,50,513,0,"[{""amount"": 304, ""date"": ""2023-11-25""}, {""amount"": 413, ""date"": ""2023-06-06""}, {""amount"": 490, ""date"": ""2023-05-23""}, {""amount"": 659, ""date"": ""2023-08-09""}, {""amount"": 217, ""date"": ""2023-01-14""}, {""amount"": 582, ""date"": ""2023-11-16""}, {""amount"": 601, ""date"": ""2023-11-23""}, {""amount"": 578, ""date"": ""2023-09-24""}, {""amount"": 740, ""date"": ""2023-11-09""}, {""amount"": 747, ""date"": ""2023-09-16""}, {""amount"": 382, ""date"": ""2023-03-22""}, {""amount"": 969, ""date"": ""2023-07-14""}]"
792,Customer_792,67,12213,21386,25,793,0,"[{""amount"": 195, ""date"": ""2023-05-12""}, {""amount"": 841, ""date"": ""2023-02-07""}, {""amount"": 222, ""date"": ""2023-01-14""}, {""amount"": 800, ""date"": ""2023-07-17""}, {""amount"": 374, ""date"": ""2023-10-31""}, {""amount"": 645, ""date"": ""2023-08-04""}, {""amount"": 600, ""date"": ""2023-03-07""}, {""amount"": 470, ""date"": ""2023-02-17""}, {""amount"": 450, ""date"": ""2023-05-29""}, {""amount"": 252, ""date"": ""2023-01-16""}, {""amount"": 548, ""date"": ""2023-05-13""}, {""amount"": 876, ""date"": ""2023-09-16""}, {""amount"": 767, ""date"": ""2023-05-10""}, {""amount"": 160, ""date"": ""2023-10-19""}, {""amount"": 256, ""date"": ""2023-02-09""}, {""amount"": 884, ""date"": ""2023-02-09""}, {""amount"": 217, ""date"": ""2023-11-02""}, {""amount"": 873, ""date"": ""2023-03-07""}]"
793,Customer_793,64,19194,29230,36,808,0,"[{""amount"": 705, ""date"": ""2023-03-21""}, {""amount"": 598, ""date"": ""2023-12-16""}, {""amount"": 318, ""date"": ""2023-12-21""}, {""amount"": 600, ""date"": ""2023-08-31""}, {""amount"": 825, ""date"": ""2023-03-26""}, {""amount"": 667, ""date"": ""2023-12-13""}, {""amount"": 457, ""date"": ""2023-06-02""}, {""amount"": 129, ""date"": ""2023-11-02""}, {""amount"": 288, ""date"": ""2023-04-05""}, {""amount"": 867, ""date"": ""2023-07-28""}, {""amount"": 304, ""date"": ""2023-04-18""}, {""amount"": 687, ""date"": ""2023-05-27""}, {""amount"": 930, ""date"": ""2023-08-15""}, {""amount"": 759, ""date"": ""2023-03-15""}, {""amount"": 644, ""date"": ""2023-01-13""}]"
794,Customer_794,47,2512,8340,19,385,0,"[{""amount"": 118, ""date"": ""2023-11-20""}, {""amount"": 975, ""date"": ""2023-06-24""}, {""amount"": 728, ""date"": ""2023-01-05""}, {""amount"": 879, ""date"": ""2023-05-13""}, {""amount"": 763, ""date"": ""2023-07-05""}, {""amount"": 317, ""date"": ""2023-02-15""}, {""amount"": 126, ""date"": ""2023-08-02""}, {""amount"": 824, ""date"": ""2023-12-17""}, {""amount"": 620, ""date"": ""2023-11-09""}, {""amount"": 367, ""date"": ""2023-07-09""}, {""amount"": 520, ""date"": ""2023-04-25""}, {""amount"": 802, ""date"": ""2023-05-11""}, {""amount"": 719, ""date"": ""2023-07-27""}, {""amount"": 850, ""date"": ""2023-11-26""}, {""amount"": 684, ""date"": ""2023-12-07""}, {""amount"": 765, ""date"": ""2023-02-23""}]"
795,Customer_795,21,6829,6600,13,786,0,"[{""amount"": 429, ""date"": ""2023-02-20""}, {""amount"": 744, ""date"": ""2023-03-12""}, {""amount"": 686, ""date"": ""2023-05-19""}, {""amount"": 900, ""date"": ""2023-04-25""}, {""amount"": 523, ""date"": ""2023-09-17""}]"
796,Customer_796,28,5139,42758,25,766,0,"[{""amount"": 736, ""date"": ""2023-07-31""}, {""amount"": 753, ""date"": ""2023-10-05""}, {""amount"": 728, ""date"": ""2023-09-22""}, {""amount"": 352, ""date"": ""2023-11-11""}, {""amount"": 398, ""date"": ""2023-01-30""}, {""amount"": 705, ""date"": ""2023-08-20""}, {""amount"": 614, ""date"": ""2023-01-01""}, {""amount"": 752, ""date"": ""2023-07-06""}, {""amount"": 624, ""date"": ""2023-01-17""}, {""amount"": 842, ""date"": ""2023-12-12""}]"
797,Customer_797,38,6383,23179,41,774,0,"[{""amount"": 833, ""date"": ""2023-11-18""}, {""amount"": 596, ""date"": ""2023-01-06""}, {""amount"": 704, ""date"": ""2023-01-19""}, {""amount"": 448, ""date"": ""2023-05-22""}, {""amount"": 822, ""date"": ""2023-07-15""}, {""amount"": 816, ""date"": ""2023-01-22""}, {""amount"": 237, ""date"": ""2023-05-05""}, {""amount"": 827, ""date"": ""2023-10-17""}, {""amount"": 428, ""date"": ""2023-01-08""}, {""amount"": 449, ""date"": ""2023-05-18""}, {""amount"": 343, ""date"": ""2023-06-26""}, {""amount"": 343, ""date"": ""2023-10-11""}, {""amount"": 861, ""date"": ""2023-02-06""}, {""amount"": 930, ""date"": ""2023-06-27""}, {""amount"": 943, ""date"": ""2023-07-18""}, {""amount"": 737, ""date"": ""2023-09-23""}]"
798,Customer_798,60,4845,20757,59,579,0,"[{""amount"": 194, ""date"": ""2023-04-29""}, {""amount"": 799, ""date"": ""2023-12-12""}, {""amount"": 104, ""date"": ""2023-03-04""}, {""amount"": 125, ""date"": ""2023-03-04""}, {""amount"": 309, ""date"": ""2023-10-03""}, {""amount"": 723, ""date"": ""2023-02-13""}, {""amount"": 628, ""date"": ""2023-09-12""}, {""amount"": 763, ""date"": ""2023-04-15""}, {""amount"": 251, ""date"": ""2023-05-08""}, {""amount"": 758, ""date"": ""2023-07-09""}, {""amount"": 209, ""date"": ""2023-04-20""}, {""amount"": 837, ""date"": ""2023-06-14""}, {""amount"": 232, ""date"": ""2023-06-03""}, {""amount"": 440, ""date"": ""2023-12-26""}, {""amount"": 519, ""date"": ""2023-05-22""}, {""amount"": 729, ""date"": ""2023-10-07""}, {""amount"": 382, ""date"": ""2023-09-03""}, {""amount"": 872, ""date"": ""2023-02-03""}, {""amount"": 571, ""date"": ""2023-08-01""}]"
799,Customer_799,19,8160,34566,59,499,0,"[{""amount"": 771, ""date"": ""2023-11-08""}, {""amount"": 115, ""date"": ""2023-08-16""}, {""amount"": 477, ""date"": ""2023-05-23""}, {""amount"": 168, ""date"": ""2023-11-04""}, {""amount"": 772, ""date"": ""2023-07-01""}]"
800,Customer_800,38,13749,39778,35,778,0,"[{""amount"": 666, ""date"": ""2023-11-12""}, {""amount"": 918, ""date"": ""2023-06-19""}, {""amount"": 687, ""date"": ""2023-07-18""}, {""amount"": 104, ""date"": ""2023-03-03""}, {""amount"": 443, ""date"": ""2023-08-04""}, {""amount"": 256, ""date"": ""2023-01-07""}, {""amount"": 758, ""date"": ""2023-11-07""}, {""amount"": 102, ""date"": ""2023-12-23""}, {""amount"": 215, ""date"": ""2023-09-10""}, {""amount"": 200, ""date"": ""2023-04-06""}, {""amount"": 548, ""date"": ""2023-08-09""}, {""amount"": 142, ""date"": ""2023-09-23""}]"
801,Customer_801,34,5409,9227,26,591,0,"[{""amount"": 695, ""date"": ""2023-05-18""}, {""amount"": 338, ""date"": ""2023-01-16""}, {""amount"": 225, ""date"": ""2023-04-14""}, {""amount"": 928, ""date"": ""2023-05-02""}, {""amount"": 841, ""date"": ""2023-08-20""}, {""amount"": 200, ""date"": ""2023-09-18""}, {""amount"": 880, ""date"": ""2023-02-18""}, {""amount"": 642, ""date"": ""2023-09-04""}, {""amount"": 546, ""date"": ""2023-10-28""}, {""amount"": 933, ""date"": ""2023-07-20""}, {""amount"": 597, ""date"": ""2023-04-17""}, {""amount"": 959, ""date"": ""2023-02-02""}, {""amount"": 662, ""date"": ""2023-12-27""}, {""amount"": 841, ""date"": ""2023-05-24""}, {""amount"": 242, ""date"": ""2023-03-24""}, {""amount"": 580, ""date"": ""2023-06-13""}, {""amount"": 657, ""date"": ""2023-10-14""}, {""amount"": 481, ""date"": ""2023-01-12""}]"
802,Customer_802,60,13063,47214,14,719,0,"[{""amount"": 933, ""date"": ""2023-08-18""}, {""amount"": 566, ""date"": ""2023-02-20""}, {""amount"": 532, ""date"": ""2023-04-11""}, {""amount"": 831, ""date"": ""2023-06-10""}, {""amount"": 255, ""date"": ""2023-01-28""}, {""amount"": 330, ""date"": ""2023-05-03""}, {""amount"": 744, ""date"": ""2023-08-28""}, {""amount"": 540, ""date"": ""2023-10-28""}, {""amount"": 972, ""date"": ""2023-03-18""}, {""amount"": 651, ""date"": ""2023-04-15""}, {""amount"": 327, ""date"": ""2023-09-17""}, {""amount"": 104, ""date"": ""2023-08-25""}]"
803,Customer_803,68,6989,42690,16,706,0,"[{""amount"": 657, ""date"": ""2023-10-31""}, {""amount"": 599, ""date"": ""2023-06-04""}, {""amount"": 295, ""date"": ""2023-01-24""}, {""amount"": 992, ""date"": ""2023-01-31""}, {""amount"": 801, ""date"": ""2023-04-22""}, {""amount"": 746, ""date"": ""2023-06-21""}, {""amount"": 836, ""date"": ""2023-08-12""}, {""amount"": 932, ""date"": ""2023-11-14""}, {""amount"": 405, ""date"": ""2023-08-18""}, {""amount"": 533, ""date"": ""2023-07-03""}, {""amount"": 361, ""date"": ""2023-11-11""}, {""amount"": 373, ""date"": ""2023-09-07""}]"
804,Customer_804,46,11515,38749,47,318,0,"[{""amount"": 222, ""date"": ""2023-12-28""}, {""amount"": 550, ""date"": ""2023-11-17""}, {""amount"": 614, ""date"": ""2023-06-02""}, {""amount"": 956, ""date"": ""2023-11-08""}, {""amount"": 782, ""date"": ""2023-08-07""}, {""amount"": 855, ""date"": ""2023-08-13""}, {""amount"": 978, ""date"": ""2023-06-02""}, {""amount"": 949, ""date"": ""2023-01-19""}, {""amount"": 243, ""date"": ""2023-11-20""}, {""amount"": 809, ""date"": ""2023-12-22""}, {""amount"": 325, ""date"": ""2023-05-11""}, {""amount"": 981, ""date"": ""2023-06-10""}, {""amount"": 573, ""date"": ""2023-09-03""}, {""amount"": 636, ""date"": ""2023-01-06""}]"
805,Customer_805,44,8467,47495,40,587,0,"[{""amount"": 833, ""date"": ""2023-07-01""}, {""amount"": 365, ""date"": ""2023-08-14""}, {""amount"": 315, ""date"": ""2023-05-08""}, {""amount"": 117, ""date"": ""2023-07-28""}, {""amount"": 990, ""date"": ""2023-04-12""}, {""amount"": 658, ""date"": ""2023-03-06""}]"
806,Customer_806,41,14820,8764,52,792,0,"[{""amount"": 638, ""date"": ""2023-11-12""}, {""amount"": 665, ""date"": ""2023-02-12""}, {""amount"": 961, ""date"": ""2023-10-09""}, {""amount"": 165, ""date"": ""2023-06-17""}, {""amount"": 351, ""date"": ""2023-07-18""}, {""amount"": 257, ""date"": ""2023-06-25""}, {""amount"": 511, ""date"": ""2023-08-18""}, {""amount"": 932, ""date"": ""2023-12-15""}, {""amount"": 443, ""date"": ""2023-05-11""}, {""amount"": 998, ""date"": ""2023-10-11""}, {""amount"": 426, ""date"": ""2023-08-14""}, {""amount"": 173, ""date"": ""2023-06-19""}, {""amount"": 292, ""date"": ""2023-12-14""}, {""amount"": 769, ""date"": ""2023-03-19""}, {""amount"": 309, ""date"": ""2023-03-06""}, {""amount"": 230, ""date"": ""2023-11-17""}, {""amount"": 747, ""date"": ""2023-01-22""}, {""amount"": 262, ""date"": ""2023-03-03""}]"
807,Customer_807,70,14763,8642,17,473,0,"[{""amount"": 770, ""date"": ""2023-08-07""}, {""amount"": 247, ""date"": ""2023-11-06""}, {""amount"": 908, ""date"": ""2023-12-04""}, {""amount"": 336, ""date"": ""2023-09-30""}, {""amount"": 246, ""date"": ""2023-05-23""}, {""amount"": 990, ""date"": ""2023-09-05""}, {""amount"": 945, ""date"": ""2023-01-09""}, {""amount"": 267, ""date"": ""2023-04-21""}, {""amount"": 340, ""date"": ""2023-05-19""}, {""amount"": 265, ""date"": ""2023-03-29""}, {""amount"": 594, ""date"": ""2023-07-05""}, {""amount"": 289, ""date"": ""2023-06-25""}, {""amount"": 483, ""date"": ""2023-03-07""}, {""amount"": 698, ""date"": ""2023-08-09""}, {""amount"": 705, ""date"": ""2023-01-10""}, {""amount"": 436, ""date"": ""2023-09-10""}, {""amount"": 867, ""date"": ""2023-07-03""}]"
808,Customer_808,66,2511,25590,14,430,0,"[{""amount"": 816, ""date"": ""2023-07-14""}, {""amount"": 524, ""date"": ""2023-10-23""}, {""amount"": 741, ""date"": ""2023-10-31""}, {""amount"": 845, ""date"": ""2023-12-13""}, {""amount"": 271, ""date"": ""2023-01-25""}, {""amount"": 245, ""date"": ""2023-05-08""}, {""amount"": 784, ""date"": ""2023-08-20""}, {""amount"": 790, ""date"": ""2023-10-21""}, {""amount"": 567, ""date"": ""2023-05-02""}, {""amount"": 545, ""date"": ""2023-02-08""}, {""amount"": 926, ""date"": ""2023-04-20""}, {""amount"": 493, ""date"": ""2023-01-12""}, {""amount"": 372, ""date"": ""2023-08-28""}, {""amount"": 697, ""date"": ""2023-05-07""}, {""amount"": 881, ""date"": ""2023-01-25""}, {""amount"": 439, ""date"": ""2023-12-16""}, {""amount"": 275, ""date"": ""2023-04-03""}, {""amount"": 480, ""date"": ""2023-12-11""}, {""amount"": 664, ""date"": ""2023-07-02""}]"
809,Customer_809,20,15788,27098,59,449,0,"[{""amount"": 174, ""date"": ""2023-08-30""}, {""amount"": 534, ""date"": ""2023-11-20""}, {""amount"": 269, ""date"": ""2023-09-01""}, {""amount"": 429, ""date"": ""2023-11-03""}, {""amount"": 970, ""date"": ""2023-02-24""}, {""amount"": 703, ""date"": ""2023-01-05""}, {""amount"": 229, ""date"": ""2023-09-10""}]"
810,Customer_810,56,6366,35288,27,636,0,"[{""amount"": 959, ""date"": ""2023-10-07""}, {""amount"": 829, ""date"": ""2023-05-27""}, {""amount"": 440, ""date"": ""2023-11-22""}, {""amount"": 368, ""date"": ""2023-08-25""}, {""amount"": 115, ""date"": ""2023-09-28""}, {""amount"": 514, ""date"": ""2023-11-04""}]"
811,Customer_811,27,18654,15553,58,680,0,"[{""amount"": 510, ""date"": ""2023-04-21""}, {""amount"": 304, ""date"": ""2023-02-17""}, {""amount"": 166, ""date"": ""2023-04-23""}, {""amount"": 232, ""date"": ""2023-07-07""}, {""amount"": 754, ""date"": ""2023-07-06""}, {""amount"": 391, ""date"": ""2023-09-21""}]"
812,Customer_812,20,17843,34985,10,399,0,"[{""amount"": 548, ""date"": ""2023-10-23""}, {""amount"": 349, ""date"": ""2023-11-16""}, {""amount"": 486, ""date"": ""2023-08-20""}, {""amount"": 238, ""date"": ""2023-12-09""}, {""amount"": 530, ""date"": ""2023-05-17""}, {""amount"": 775, ""date"": ""2023-11-09""}, {""amount"": 740, ""date"": ""2023-04-06""}, {""amount"": 298, ""date"": ""2023-12-24""}, {""amount"": 116, ""date"": ""2023-07-21""}, {""amount"": 291, ""date"": ""2023-12-17""}, {""amount"": 121, ""date"": ""2023-12-15""}, {""amount"": 133, ""date"": ""2023-09-21""}, {""amount"": 498, ""date"": ""2023-07-02""}, {""amount"": 243, ""date"": ""2023-01-12""}, {""amount"": 818, ""date"": ""2023-02-11""}, {""amount"": 412, ""date"": ""2023-07-28""}, {""amount"": 380, ""date"": ""2023-12-18""}, {""amount"": 936, ""date"": ""2023-02-13""}]"
813,Customer_813,70,2447,12658,53,331,0,"[{""amount"": 749, ""date"": ""2023-12-12""}, {""amount"": 287, ""date"": ""2023-10-17""}, {""amount"": 383, ""date"": ""2023-09-24""}, {""amount"": 470, ""date"": ""2023-08-11""}, {""amount"": 929, ""date"": ""2023-06-04""}, {""amount"": 900, ""date"": ""2023-03-23""}, {""amount"": 769, ""date"": ""2023-08-25""}, {""amount"": 577, ""date"": ""2023-10-22""}]"
814,Customer_814,62,6469,25549,13,536,0,"[{""amount"": 389, ""date"": ""2023-10-16""}, {""amount"": 814, ""date"": ""2023-04-25""}, {""amount"": 525, ""date"": ""2023-05-07""}, {""amount"": 654, ""date"": ""2023-05-04""}, {""amount"": 790, ""date"": ""2023-03-20""}, {""amount"": 383, ""date"": ""2023-11-01""}, {""amount"": 879, ""date"": ""2023-02-21""}, {""amount"": 555, ""date"": ""2023-01-13""}, {""amount"": 196, ""date"": ""2023-02-24""}, {""amount"": 283, ""date"": ""2023-01-12""}, {""amount"": 543, ""date"": ""2023-04-01""}, {""amount"": 983, ""date"": ""2023-01-06""}, {""amount"": 270, ""date"": ""2023-10-31""}]"
815,Customer_815,59,18102,32869,27,349,0,"[{""amount"": 633, ""date"": ""2023-07-18""}, {""amount"": 828, ""date"": ""2023-08-21""}, {""amount"": 329, ""date"": ""2023-01-30""}, {""amount"": 881, ""date"": ""2023-02-05""}, {""amount"": 105, ""date"": ""2023-04-28""}, {""amount"": 305, ""date"": ""2023-06-15""}, {""amount"": 642, ""date"": ""2023-04-07""}, {""amount"": 550, ""date"": ""2023-02-22""}, {""amount"": 177, ""date"": ""2023-04-29""}, {""amount"": 481, ""date"": ""2023-05-18""}, {""amount"": 502, ""date"": ""2023-02-13""}, {""amount"": 653, ""date"": ""2023-07-27""}, {""amount"": 633, ""date"": ""2023-01-22""}]"
816,Customer_816,43,2043,45025,28,619,0,"[{""amount"": 719, ""date"": ""2023-06-05""}, {""amount"": 594, ""date"": ""2023-06-03""}, {""amount"": 872, ""date"": ""2023-08-05""}, {""amount"": 748, ""date"": ""2023-11-06""}, {""amount"": 315, ""date"": ""2023-12-14""}, {""amount"": 972, ""date"": ""2023-04-12""}, {""amount"": 256, ""date"": ""2023-10-14""}, {""amount"": 837, ""date"": ""2023-11-04""}, {""amount"": 332, ""date"": ""2023-03-09""}, {""amount"": 651, ""date"": ""2023-08-01""}, {""amount"": 870, ""date"": ""2023-10-15""}]"
